rank,percentile,smi,score
233,98.840,CCN(CCN(C)C)Cc1cc(OC)c(OC)cc1[N+](=O)[O-],0.2263
234,98.835,CS(=O)(=O)c1cnc(N)[nH]c1=O,0.2258
235,98.830,CCN(C1CCN(C)CC1)S(=O)(=O)c1cc(F)cc(Cl)c1,0.2258
236,98.825,COc1ccc(Cl)cc1N(C)C(=O)C1CCN(c2ncnc3c2nc2n3CCCCC2)CC1,0.2254
237,98.820,Cc1ccc(C)c(S(=O)(=O)NC2(c3cccs3)CCCC2)c1,0.2254
238,98.815,CCN1CCN(c2nc(NC(C)C)c3cnn(C)c3n2)CC1,0.2254
239,98.810,COc1cc(C2C(=O)N(C3CCCCC3)CC(=O)N2Cc2cccs2)ccc1OC(C)C,0.2254
240,98.805,Cc1noc(C2CCN(S(=O)(=O)c3cccc(F)c3C)C2)n1,0.2247
241,98.800,CCOc1ccc(-c2csc3c(=O)[nH]c(N4CCN(C5CCCCC5)CC4)nc23)cc1OCC,0.2246
242,98.795,CCOc1ccccc1NC(=O)N1CCCn2nc(-c3ccc(OC)c(OC)c3)cc2C1,0.2246
243,98.790,COc1ccc(CCNc2ncnc3sc(C)c(C)c23)cc1OC,0.2245
244,98.785,Cc1cc(C[C@@H]2CN(Cc3nc(-c4cccs4)oc3C)C[C@@H]2O)on1,0.2241
245,98.780,Cc1ccc(C(=O)COC(=O)c2cc(Cl)ccc2O)cc1C,0.2240
246,98.775,CCN(CC)c1ccc(NC(=O)c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)cc1,0.2239
247,98.770,COCc1nc([C@H]2CCCN(c3ccccn3)C2)n(C2CCCCC2)n1,0.2238
248,98.765,CCOC(=O)c1c(NC(=O)c2c(-c3ccccc3Cl)noc2C)sc2c1CCC(C)C2,0.2236
249,98.760,COc1ccc(N(CC(=O)NCc2ccc(C)cc2)S(=O)(=O)c2ccc(C)c([N+](=O)[O-])c2)cc1,0.2236
250,98.755,COc1ccc(S(=O)(=O)N2CCOCC2)cc1N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,0.2234
251,98.750,CC1CCc2oc3c(cc(NS(=O)(=O)c4ccc(F)cc4)c4ccccc43)c2C1,0.2228
252,98.745,COc1cc2nc(N(C)[C@H]3C[C@H]4C[C@@H](O)C[C@H]4C3)nc(N)c2cc1OC,0.2227
253,98.740,CCCCn1c(C)c(C(=O)OCC)c2cc(OCCN(C)C)ccc21,0.2227
254,98.735,CSc1nc(Nc2ccc(C)c(C)c2)c(C#N)c(-c2ccc(C)cc2)n1,0.2227
255,98.730,CCOC(=O)c1c(NC(=O)CNCCc2ccccc2)sc2c1CCN(C(=O)OCC)C2,0.2226
256,98.725,COc1cc(C)ccc1OCCOCCOc1ccc([N+](=O)[O-])cc1,0.2224
257,98.720,CCOc1ccc([N+]2=C3CCCCCN3C(O)(c3cccc([N+](=O)[O-])c3)C2)cc1,0.2223
258,98.715,CCOC(=O)Cc1cc(=O)oc2c(OC)c(OC)ccc12,0.2218
259,98.710,CN(C)c1cccc(S(=O)(=O)N2CC(n3ccnc3)Cc3ccccc32)c1,0.2215
260,98.705,CCCC(C)NC(=O)c1ccc2c(c1)CCN2S(=O)(=O)c1ccccc1,0.2215
261,98.700,Cc1ncc(CN2CCCC(O)(CC(=O)N(C)C)C2)n1-c1ccccc1,0.2215
262,98.695,COCC1CCC(Nc2cc(N3CCOCC3)ccc2C)CC1,0.2214
263,98.690,CCOC(=O)c1c(C)n(-c2ccccc2)c2ccc(OC(=O)c3cccs3)cc12,0.2213
264,98.685,Cc1noc(C)c1S(=O)(=O)N1CC(C(=O)N2CCN(C)CC2)C2(CCCC2)C1,0.2209
265,98.680,COc1ccc(N2C(=O)[C@@H]3C[C@H]2CN3C(=O)c2ccccc2C(F)(F)F)cc1Cl,0.2208
266,98.675,Cc1c(C(=O)NC[C@H]2CCCN(c3ccnc4cc(Cl)ccc34)C2)cnn1C,0.2206
267,98.670,CCCCn1nc(CC(C)C)c2c(N3CCC(CO)(CN(C)C)CC3)ncnc21,0.2204
268,98.665,CC(C)(C)OC(=O)COC(=O)c1cn(-c2cccc(Cl)c2)c(=O)c2ccccc12,0.2202
269,98.660,CCOC(=O)C1=C(CC)OC(N)=C(C#N)C1c1cc(OC)ccc1OC,0.2200
270,98.655,CCCCCCCC1=C(N)c2ccc(OCC(F)(F)F)cc2S1(=O)=O,0.2199
271,98.650,COc1ccc(-c2coc3c4c(ccc3c2=O)OCN(C(C)C)C4)cc1OC,0.2197
272,98.645,COc1cc(O)ccc1CN1CCCC(COc2ccccc2C(=O)N2CCCCC2)C1,0.2189
273,98.640,O[C@H]1CN(Cc2ccsc2)CC[C@@H]1c1ccc2c(c1)OCO2,0.2187
274,98.635,CC(C)N(CC(O)COc1c(Cl)cc(Cl)cc1Cl)C(C)C,0.2186
275,98.630,CCOc1ccc(-n2ccn3c(CC(C)CC(=O)Nc4ccc(OC)c(OC)c4)nnc3c2=O)cc1,0.2184
276,98.625,CCN(CC)C(=O)C1CCN(Cc2cn(C)nc2-c2ccc(C3CCCCC3)cc2)CC1,0.2183
277,98.620,COc1ccc(OC)c(C2CC(=O)Nc3c2c(C)nn3-c2nncc(-c3ccc(C)cc3)n2)c1,0.2183
278,98.615,Nc1nc(CCNc2nc(NC3CC3)nc3c2CCNCC3)cs1,0.2182
279,98.610,C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1cccc(Cl)c1,0.2180
280,98.605,CCN(CC(=O)O)C1CCN(S(=O)(=O)c2c(F)cc(F)cc2F)CC1.Cl,0.2177
281,98.600,COc1ccc(NC(=O)/C(=C/c2ccccc2)c2ccccc2)cc1OC,0.2173
282,98.595,CCOc1cc(S(=O)(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)ccc1Cl,0.2173
283,98.590,Cc1nc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc2c1C(=O)CC(c1cccs1)C2,0.2170
284,98.585,CCOC(=O)c1cnn2c(C(F)(F)F)cc(-c3ccc(OC)c(OC)c3)nc12,0.2155
285,98.580,Cc1cc(N2CCCCC2)nc(Nc2ccc(NC(=O)C(C)C)cc2)n1,0.2151
286,98.575,COc1ccc(S(=O)(=O)N(C)c2ccc(C(=O)NCCSC3CCCCC3)cc2)cc1,0.2151
287,98.570,COC(=O)CN(c1ccc(OC)cc1OC)S(=O)(=O)c1ccccc1,0.2149
288,98.565,O=C(Nc1ccc(-c2nc3ccccc3o2)cc1)c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,0.2148
289,98.560,Cc1cc(-c2ccc(N)cc2)nc2ccc3ccccc3c12,0.2146
290,98.555,COc1ccc2c(c1)c(CC(=O)NCCCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,0.2143
291,98.550,CN(Cc1ccccc1)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.2142
292,98.545,CCCN1C(=O)c2cc(S(=O)(=O)Nc3ccccc3OC)ccc2Oc2cccnc21,0.2140
293,98.540,Cc1nonc1CNC(=O)[C@]12CCCN(Cc3c(C)noc3C)[C@@H]1CN(C)CC2,0.2139
294,98.535,COC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccccc3OC)C2)C1c1cc(OC)c(O)c([N+](=O)[O-])c1,0.2136
295,98.530,COc1cccc(-c2nn(-c3ccccc3)cc2CN(C)CCC2CCOCC2)c1,0.2132
296,98.525,c1ncn2c1CN(C1CSCCSC1)CCC2,0.2129
297,98.520,CNc1nccnc1N1CC[C@H](Cc2ccc(C(=O)OC)cc2)C1,0.2127
298,98.515,C=C(C)Cn1c2c(c(=O)[nH]c1=S)CN(CCc1ccc(OC)c(OC)c1)CN2,0.2124
299,98.510,COc1ccc(CN(C(=O)/C=C/c2cccs2)[C@H]2CCCCNC2=O)cc1OCc1cccnc1,0.2121
300,98.505,C#CCOc1ccc(C2CC(=O)Nc3nc(SCc4ccccc4C)[nH]c(=O)c32)cc1OC,0.2113
301,98.500,CCCCOc1ccc(C2CC(=O)Nc3c2cnn3-c2ccc3nnc(C)n3n2)cc1OC,0.2107
302,98.495,Cc1nn(C)c2c1[C@@H](NC1CCN(c3ccc4c(c3)OCO4)CC1)CCC2,0.2106
303,98.490,Cc1cccn2c(=O)cc(COc3ccccc3NC(=O)C3CCCCC3)nc12,0.2105
304,98.485,CC(C)c1cc(C(=O)N2C[C@@H]3[C@@H](CN(C)C)[C@@H]3C2)c(O)c(C(C)C)c1,0.2103
305,98.480,CC/C(=N\NC(=O)c1ccc(CN2CCOCC2)cc1)c1ccc(OC)c(OC)c1,0.2102
306,98.475,CN(CCc1noc(C2CCCCC2)n1)S(=O)(=O)c1ccccc1Cl,0.2101
307,98.470,CCC(=O)c1ccc(OCCOCCN2CCC(C)CC2)cc1,0.2098
308,98.465,COc1ccc(CC(=O)NC2CCN(c3cccc(C)c3)CC2)c(OC)c1,0.2098
309,98.460,CCOc1ccccc1OCCCOc1ccccc1OC(C)C,0.2096
310,98.455,Cc1ncsc1CN1CC(Oc2ccc(-c3noc(C4CC4)n3)cc2)C1,0.2092
311,98.450,O=C(Nc1cccc([N+](=O)[O-])c1)c1ccccc1N(Cc1ccccc1)S(=O)(=O)c1ccccc1,0.2092
312,98.445,CCN1C(=O)C(Cc2cc(OC)ccc2OC)c2cc(Br)ccc21,0.2087
313,98.440,COc1ccc(OC)c(N2CC(c3nc4ccccc4n3CCc3ccccc3)CC2=O)c1,0.2086
314,98.435,COc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc1[N+](=O)[O-],0.2085
315,98.430,CCc1cccc(NC(=O)CCS(=O)(=O)c2cc3c(cc2Cl)NC(=O)CO3)c1,0.2083
316,98.425,Cc1ccn2c(=O)cc(COc3ccc(NS(=O)(=O)c4ccccc4)cc3)nc2c1,0.2081
317,98.420,Cc1n[nH]c(C)c1CN1CC[C@H]2CN(C(C)C)C[C@@]2(CO)C1,0.2075
318,98.415,COc1cccc(CN(c2ccc(C)cc2)S(=O)(=O)c2cc(F)ccc2C)c1,0.2075
319,98.410,C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccccc1Cl,0.2075
320,98.405,CCCOc1ccc(C2C(C(=O)OCC3CCCO3)=C(C)NC3=C2C(=O)CC(C)(C)C3)cc1OC,0.2070
321,98.400,CCOc1ccccc1CN1CCN(S(=O)(=O)c2ccccc2[N+](=O)[O-])CC1,0.2069
322,98.395,Cc1ccc(S(=O)(=O)Nc2cnc(N3CCNCC3)c(C(=O)N3CCC(C)CC3)c2)cc1,0.2068
323,98.390,COc1ccc(O)c(CN2CCN(Cc3ccc(SC)cc3)CC2)c1,0.2055
324,98.385,COc1ccc(NC(=O)c2cnn3c(C(F)(F)F)cc(-c4ccc(OC)c(OC)c4)nc23)c(OC)c1,0.2055
325,98.380,COc1cccc(S(=O)(=O)N2CCC(n3c(C)cnc3C3CC3)CC2)c1,0.2054
326,98.375,O=c1cc(CN2C[C@H](Cc3ccc4ccccc4n3)[C@@H](O)C2)nc2sccn12,0.2050
327,98.370,CCOC(=O)/C=C1\NC(C)(C)CC1=C1C=C(C)C2(CC(C)(C)N/C2=C\C(=O)OCC)C(C)=C1,0.2050
328,98.365,CCOC(=O)CCC(=O)Nc1sc2c(c1C(=O)OCC)CCC(C#N)(c1ccccc1)C2,0.2045
329,98.360,CCOC(=O)C(C(C)C)N(Cc1cccc(C)c1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.2042
330,98.355,CC[C@]1(C(=O)OC)N[C@@H](c2ccc(O)cc2Cl)[C@H]2C(=O)N(C)C(=O)[C@H]21,0.2042
331,98.350,CCn1nc(-c2ncc(C)n2CC2CC2)c2c1CCN(C(=O)NC1CCCCC1)C2,0.2041
332,98.345,Cc1ccc2c(c1)c1c3n2CCCN(Cc2coc4ccccc4c2=O)C3CCC1,0.2038
333,98.340,CCOc1cc(C)c(Cl)cc1S(=O)(=O)N(CC)CC,0.2038
334,98.335,COc1cc2c(cc1OC)C1(CCN(C(=O)c3nnc4n3CCCCC4)CC1)OCC2,0.2036
335,98.330,CCc1cc(C2CCCN2S(=O)(=O)c2ccc(OC)cc2)on1,0.2034
336,98.325,CCN(CC)S(=O)(=O)N1CCC[C@H](c2nnc(Cn3ccnc3)n2C)C1,0.2030
337,98.320,CCc1nn(C)c(Cl)c1CN1CCC[C@H](c2cc(O)nc(C)n2)C1,0.2030
338,98.315,CCCN1C(=O)c2cc(S(=O)(=O)N(C)Cc3ccccc3)ccc2Oc2cccnc21,0.2030
339,98.310,COc1ccc(CNCc2ccc(C)cc2C)cc1,0.2029
340,98.305,CCCC[C@H]1C=CCN1C(=O)NC1CCN(Cc2cccc(O)c2)CC1,0.2029
341,98.300,CC(C)Nc1ncc(-c2nccn2-c2ccc3c(c2)nnn3C)cn1,0.2026
342,98.295,Cc1ccc(C(=O)COC(=O)c2ccc3c(c2)C(=O)N(c2ccccc2Cl)C3=O)cc1[N+](=O)[O-],0.2025
343,98.290,COc1ccc(OC)c(NC(=O)C2CCN(Cc3cnn(-c4ccccc4)c3-n3cccc3)CC2)c1,0.2023
344,98.285,COc1ccc(CN(Cc2cc(=O)n3nc(C)sc3n2)CC(C)C)cc1OC,0.2021
345,98.280,CC(=O)N(CCN1CCOCC1)[C@H]1CCN(S(=O)(=O)c2cc(F)cc(F)c2)C1,0.2018
346,98.275,CSCCC(=O)N1CCC(N2CCC[C@H](C(=O)NCc3ccccc3)C2)CC1,0.2015
347,98.270,COc1ccc(Br)cc1-c1nc2ccc3ccccc3c2c2c1CCC2,0.2013
348,98.265,COC(=O)c1c(NC(=O)c2c(C)c(-c3ccc(Cl)cc3Cl)nc3ccccc23)sc2c1CCC(C)C2,0.2012
349,98.260,COC1(c2nc(CC(F)(F)F)no2)CCN(Cc2ccc3cn[nH]c3c2)CC1,0.2005
350,98.255,CSc1ccccc1C(=O)[C@H]1CCCN(Cc2cccnc2)C1,0.2004
351,98.250,Cc1cn2c(=O)cc(COc3ccc(NC(=O)c4ccc(C(C)(C)C)cc4)cc3)nc2s1,0.1998
352,98.245,CC(C)c1ccc(S(=O)(=O)N2CCC(c3cc(N)on3)CC2)cc1,0.1998
353,98.240,COc1cc(CN2C[C@H]3CCC[C@@H](C2)N(C)C3=O)ccc1OCC=C(C)C,0.1997
354,98.235,Cc1nn(C)c(C)c1CN1CC[C@]2(CO)CN(S(C)(=O)=O)C[C@@H]2C1,0.1996
355,98.230,CCCNc1cc(N2CCC(CCC(=O)N3CCN(C(=O)OCC)CC3)CC2)ncn1,0.1994
356,98.225,CCC(C)c1ccccc1OCCCN1CCN(CC)CC1,0.1993
357,98.220,C=CCOc1c(Cl)cc(CN(C)[C@@H](C)c2ccon2)cc1Cl,0.1990
358,98.215,CCN1CCN(c2cc3c(cc2S(=O)(=O)N2CCC(C)CC2)C(=O)Nc2cc(C)ccc2O3)CC1,0.1987
359,98.210,CCCn1ncc(CN2CCC(Oc3ccccc3OC)CC2)c1C,0.1986
360,98.205,Cc1cc(NCCN(C)C)n2nc(C(F)(F)F)c(-c3ccc(F)cc3)c2n1,0.1985
361,98.200,CCCCOc1ccc(C(=O)Nc2nc(-c3ccc(C)cc3)cs2)cc1,0.1980
362,98.195,COc1ccc(CC(=O)N2CCCC(c3nc(C)no3)C2)cc1OC,0.1980
363,98.190,COC(=O)c1cn([C@H]2C[C@@H](C(=O)Nc3cccc(SC)c3)N(Cc3ccc(OC)c(C)c3C)C2)nn1,0.1974
364,98.185,O=[N+]([O-])c1ccc(N2CCN(S(=O)(=O)c3ccccc3)CC2)cc1N1CCCCC1,0.1974
365,98.180,O=C(OCC12CC3CC(CC(C3)C1)C2)c1ccc([N+](=O)[O-])cc1,0.1972
366,98.175,COc1ccc(C2CC(=O)C=C(Nc3ccc([N+](=O)[O-])cc3)C2)cc1,0.1970
367,98.170,CCCCNCCCOc1ccc(OCc2ccccc2)cc1,0.1966
368,98.165,COc1ccc(-c2cc3cc([N+](=O)[O-])ccc3oc2=O)cc1OC,0.1965
369,98.160,COc1cc(=O)n2c(c1C(=O)NCCCn1ccnc1)CCN(CCC(C)C)CC2,0.1959
370,98.155,CCOC(=O)C1(CC2CC2)CCN(Cc2ccc(F)c(OC)c2)CC1,0.1958
371,98.150,COc1ccc(N2CCN(S(=O)(=O)c3ccccc3C(F)(F)F)CC2)cc1,0.1957
372,98.145,COc1cccc2c1OCCCN(CCc1c(C)n[nH]c1C)C2,0.1957
373,98.140,CN(C[C@H](O)COc1ccccc1CNCCn1cccn1)C1CCCCC1,0.1954
374,98.135,Cc1oc(-c2cccs2)nc1CN(C)C[C@H]1CCCN(CCc2ccc(F)cc2)C1,0.1953
375,98.130,CC(C)N1CC[C@H](CNC(=O)N(Cc2ccc(O)cc2)Cc2cccnc2)C1,0.1951
376,98.125,COc1ccc(-n2nc(C)c3sc(N4CCC(NC(=O)c5ccccc5)CC4)nc32)cc1,0.1947
377,98.120,CCn1ccnc1[C@@H]1OCC[C@H]1CNCc1c(C)nnn1CC,0.1946
378,98.115,COc1ccc(NC(=O)CCc2nc(-c3ccc(N4CCCC4)cc3)no2)cc1OC,0.1945
379,98.110,Cc1ccc(CNS(=O)(=O)c2ccc3c(c2)N(Cc2noc(C4CCC4)n2)C(=O)CO3)cc1,0.1942
380,98.105,CCCc1cc(N2CCOC(c3cccc(Cl)c3)C2)n2ncnc2n1,0.1942
381,98.100,COc1ccc([C@@H]2[C@@H](CO)OCCN2Cc2c[nH]nc2-c2cc(C)ccc2C)cc1OC,0.1940
382,98.095,CCn1ncc(CN2CCO[C@H](c3ccc4cc(OC)ccc4c3)C2)c1C,0.1940
383,98.090,Cc1cc(C[C@H]2CN(Cc3cccc4ncsc34)C[C@@H]2O)[nH]n1,0.1938
384,98.085,Cc1ccc(-c2cc(C(F)(F)F)on2)cc1S(=O)(=O)N(Cc1cnn(C)c1)C(C)C,0.1938
385,98.080,COc1ccc(/N=C(\NCc2c(C)nn(C)c2C)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,0.1935
386,98.075,Cc1c(C(=O)Nc2ccc(S(=O)(=O)N(C)Cc3ccccc3)cc2)cccc1[N+](=O)[O-],0.1933
387,98.070,C=CCOc1c(CNc2ccc(C(=O)O)cc2)cccc1OC,0.1931
388,98.065,O=S(=O)(c1cccnc1)N1CCC(N2CCCC2CO)CC1,0.1929
389,98.060,CCOC(=O)C1CCN(C(=O)CN(Cc2ccccc2Cl)S(=O)(=O)c2ccc(C)cc2)CC1,0.1929
390,98.055,CN1CCC(n2nc(-c3ccco3)nc2[C@@H](N)Cc2ccc(O)cc2)CC1,0.1926
391,98.050,COc1cc2c(cc1OC)C1(CCN(c3cncc(C)n3)CC1)OCC2,0.1926
392,98.045,CCn1cc(CNC(=O)[C@H](Cc2ccc(O)cc2)c2ccccc2)c(C)n1,0.1925
393,98.040,COc1cc(C2CC(=O)C3=C(C2)Nc2onc(C)c2C3c2ccccc2)ccc1O,0.1925
394,98.035,O=C(C1=C(O)C(=O)N(CCCn2ccnc2)C1c1ccc([N+](=O)[O-])cc1)c1ccc(Cl)cc1,0.1924
395,98.030,CC(C)(C)NCCOCCOc1ccc(Cl)cc1C(C)(C)C,0.1924
396,98.025,Cc1nc2ncnn2c(C)c1CCC(=O)NC[C@H]1CCOc2ccccc2C1,0.1922
397,98.020,COCCNC(=O)c1ccccc1N(Cc1ccccc1)S(=O)(=O)c1ccc(C)cc1,0.1922
398,98.015,OC[C@@H]1CCC[C@H](n2ccnc2-c2cccc(O)c2Cl)C1,0.1920
399,98.010,CCCCN(CCNC(=O)C1CCCN(c2ncnc3c2nc2n3CCCCC2)C1)Cc1ccco1,0.1919
400,98.005,Cc1ccc(Nc2ccc3cc(S(=O)(=O)N4CCC(C)CC4)ccc3n2)c(Cl)c1,0.1918
401,98.000,CCC(C)NC(=O)c1ccc2c(c1)CCN2S(=O)(=O)c1ccc(Cl)cc1,0.1914
402,97.995,CCCCOC(=O)c1cc([N+](=O)[O-])cc2c1-c1ccc([N+](=O)[O-])cc1/C2=N/O,0.1912
403,97.990,Cc1ccc(S(=O)(=O)N2c3ccc(C)cc3C3CN(C)CCC32)cc1,0.1912
404,97.985,Cc1ccc(N2CCN(C(=O)c3cccc(O)c3C)[C@@H](C)C2)cc1,0.1909
405,97.980,COc1cc(CN2CCN(Cc3ccncc3)CC2)cc(OC)c1O,0.1907
406,97.975,CC1=NC2(CCN([C@H]3CN(Cc4cc5ccccc5s4)C[C@@H]3O)CC2)C(=O)N1,0.1906
407,97.970,CCC(O)c1nc2ccccc2n1CCCCOc1ccc(C)cc1,0.1904
408,97.965,CCc1ccc(-c2cc(C(F)(F)F)on2)cc1S(=O)(=O)N1CCC(C)CC1,0.1904
409,97.960,COCCCNc1nc(Nc2ccc(F)cc2)c2cnn(C)c2n1,0.1900
410,97.955,CC(C)c1ccc2oc(-c3ccc(NC(=O)Cc4ccc(Cl)cc4)cc3)nc2c1,0.1899
411,97.950,CCc1ccc(OC(=O)c2ccc(C(C)(C)C)cc2)cc1,0.1897
412,97.945,COc1ccc(N2C(=O)CC(N3CCc4c([nH]c5ccccc45)C3)C2=O)c(OC)c1,0.1897
413,97.940,COc1cccc(C(=O)Nc2ccc(OCc3cc(=O)n4cc(Cl)ccc4n3)cc2)c1,0.1894
414,97.935,COc1cc2c(cc1OC)C1(CCN(c3ncnc4nc(C)cc(C)c34)CC1)OCC2,0.1893
415,97.930,COC(=O)c1cn([C@H]2C[C@@H](C(=O)NCc3ccc4ccccc4n3)N(CC=C(C)C)C2)nn1,0.1890
416,97.925,Cc1nn(Cc2ccc(-c3nc4c5c(C)c(C)sc5ncn4n3)cc2)c(C)c1[N+](=O)[O-],0.1888
417,97.920,Cc1nccc(C2CCCN(c3nc(C)nc(C)c3Br)C2)n1,0.1887
418,97.915,CC(C)c1ccc2oc(-c3ccc(NC(=O)c4cccs4)cc3)nc2c1,0.1887
419,97.910,O=C(c1ccccc1)N1CCC(c2nc(-c3ccc(O)cc3)no2)CC1,0.1887
420,97.905,Cl.O=C(NCc1ccc2c(c1)CNC2)c1cccc(S(=O)(=O)NC2CC2)c1,0.1885
421,97.900,CCCc1nc(NCC2(c3ccccc3)CCOCC2)c2cnn(C)c2n1,0.1883
422,97.895,Cc1ccccc1CN1CCN(S(=O)(=O)c2cc(Cl)ccc2Cl)CC1,0.1880
423,97.890,O=S(=O)(c1ccc2nncn2c1)N(Cc1ccc(Cl)cc1)c1ccc2c(c1)OCO2,0.1878
424,97.885,CCn1nc(CN2CCCN(Cc3ccc(OC(C)C)cc3)CC2)c2c1CCOC2,0.1877
425,97.880,COc1ccc(C2(C(=O)N3C[C@H](Cc4ccncc4)[C@@H](O)C3)CCCC2)cc1OC,0.1875
426,97.875,N=C(N)N1CCN(CCO)CC1,0.1864
427,97.870,Cc1csc(CN(C)[C@H]2CCC(=O)N(Cc3cc4c(cc3Cl)OCO4)CC2)n1,0.1862
428,97.865,CCCc1cc(Sc2ccc(NC(=O)Nc3cc(OC)cc(OC)c3)cc2)n2ncnc2n1,0.1861
429,97.860,Cc1nc(-c2c(-c3ccccc3)ncn2C[C@@H](O)Cc2ccccc2)c[nH]1,0.1858
430,97.855,Cc1noc(C)c1C(=O)N1CCC2(CCc3c2nc(C2CC2)[nH]c3=O)CC1,0.1857
431,97.850,CCCCc1ccc(NC(=O)CCSC2CC(=O)N(c3ccc(OC)cc3)C2=O)cc1,0.1855
432,97.845,CCOC(=O)C1=C(SCc2ccccc2)NC(=O)C(C#N)C12CCCCC2,0.1854
433,97.840,C=CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC=C)C1c1ccc(N(C)C)cc1,0.1848
434,97.835,Cc1ccc(S(=O)(=O)N2CCN(c3cccc(C)c3)CC2)cc1,0.1847
435,97.830,COc1cccc(NC(=O)Nc2ccccc2OCc2cc(=O)n3ccc(C)cc3n2)c1,0.1844
436,97.825,COc1ccc(CNC(=O)c2cnc(N3CCCCC3)c3ccccc23)c(OC)c1,0.1838
437,97.820,CCN(CC)S(=O)(=O)c1ccc(N2CC(=O)C(c3nc4ccccc4c(=O)[nH]3)=C2N)cc1,0.1836
438,97.815,Cc1nc(CSc2ncccn2)n(-c2cccc3cccnc23)n1,0.1835
439,97.810,C[C@H](Cl)C(=O)Nc1ccc2c(c1)N(S(=O)(=O)c1ccccc1)CC2,0.1835
440,97.805,Cc1cc(-c2cncs2)nc2ccc(N3CCCCCC3)cc12,0.1827
441,97.800,OCCNc1nc([C@H]2CCOC2)cc(N2CCN(c3ccncc3)CC2)n1,0.1826
442,97.795,CC1CC(Sc2nc(NC3CC3)c3ccccc3n2)C(=O)O1,0.1825
443,97.790,CC(=O)N1c2nc(-c3ccc(C)c(C)c3)nn2C2(CCCCC2)[C@@H]2CCCC[C@@H]21,0.1825
444,97.785,Cc1cc(C)n(CCc2nc3c4ccccc4nc(SCc4ccccc4Cl)n3n2)n1,0.1825
445,97.780,CCCCN1CCS(=O)(=O)c2c(Cl)c(N3CCCC3)nc(Oc3ccc(C#N)cc3)c21,0.1824
446,97.775,CSc1ncc(C)c(OCC2CCN(c3ncncc3F)CC2)n1,0.1822
447,97.770,CCCCNc1nc(Nc2ccc(F)cc2)c2cnn(-c3ccccc3)c2n1,0.1820
448,97.765,CCc1ccc(S(=O)(=O)N(C)Cc2nc3cc(C(=O)N(C)C)ccc3n2CC)cc1,0.1819
449,97.760,Cc1ccsc1CCC(=O)N1CCC(c2cncn2C)CC1,0.1812
450,97.755,COc1cc(NC(=O)C2CCN(c3cc(C)c4cc(NC(C)=O)ccc4n3)CC2)cc(OC)c1OC,0.1812
451,97.750,COc1ccc(-c2ncccc2CNS(=O)(=O)c2cccc(OC)c2)cc1,0.1810
452,97.745,CC(C)N(Cc1nc2ccccc2c(=O)[nH]1)C(=O)C1(c2ccc(Cl)cc2)CCC1,0.1807
453,97.740,CN(c1c(F)cccc1F)S(=O)(=O)c1ccccc1Cl,0.1806
454,97.735,COc1ccc(-n2nc(C)cc2NC(=O)[C@H]2CCCN(c3ccccn3)C2)cc1,0.1804
455,97.730,O=C(c1ccccc1-c1nc[nH]n1)N1C[C@@H](Cc2ccnc3ccccc23)[C@@H](O)C1,0.1803
456,97.725,CN(C)c1nc(N)nc2c1ncn2CC(=O)O,0.1803
457,97.720,COc1ccccc1C(=O)Nc1ccc(-c2nc(Cn3cc(C)cn3)c(C)o2)cc1,0.1802
458,97.715,CN1CCCN(C(=O)c2cc(NC[C@@H]3CC=CCC3)cc(S(=O)(=O)NC(C)(C)C)c2)CC1,0.1802
459,97.710,CC(C)CN1CC(=O)N2CCN(C(=O)CCCc3nc4ccccc4s3)CCC2C1=O,0.1801
460,97.705,COc1ccc(S(=O)(=O)N2CCN(CC(C)C)[C@@H](CCO)C2)cc1F,0.1797
461,97.700,CCOC(=O)[C@@]1(CCOc2ccccc2)CCCN(C(=O)CCc2c(C)noc2C)C1,0.1795
462,97.695,CCCN1C(=O)COc2ccc(-c3noc(C(C)Oc4cccc(Cl)c4)n3)cc21,0.1794
463,97.690,Cc1cc(C(=O)N2CCC[C@@]3(CCc4c3nc(-c3cccnc3)[nH]c4=O)C2)n[nH]1,0.1794
464,97.685,COc1ccccc1OCCn1c(=N)n(CCOc2ccccc2C)c2ccccc21,0.1792
465,97.680,Cc1ccc(Sc2nccnc2N2CCCC(C(=O)NCC3CCCO3)C2)cc1,0.1790
466,97.675,CCOc1cc(CNC2CCCC2)ccc1OCC(=O)Nc1ccc(C)cc1,0.1784
467,97.670,CC1CCN(S(=O)(=O)c2ccc(NC(=O)c3cc(-c4ccccc4)nc4ccccc34)cc2)CC1,0.1783
